type,key,category,group,pattern,result,ingredients,ingredient,experience,cookingtime,input,material,addition,template,base,show_notification
minecraft:crafting_shaped,@{#=#minecraft:planks},misc,,"[""###"",""# #"",""###""]",@{count=1; id=minecraft:chest},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:chest_minecart},"[""minecraft:chest"",""minecraft:minecart""]",,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks; X=#minecraft:wooden_slabs},building,,"[""###"",""XXX"",""###""]",@{count=1; id=minecraft:chiseled_bookshelf},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cut_copper_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:chiseled_copper},,minecraft:copper_block,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_copper},,minecraft:cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobbled_deepslate_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_deepslate},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_deepslate},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_brick_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_nether_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_nether_bricks},,minecraft:nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:polished_blackstone_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_polished_blackstone},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_polished_blackstone},,minecraft:blackstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_polished_blackstone},,minecraft:polished_blackstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:quartz_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_quartz_block},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_quartz_block},,minecraft:quartz_block,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_sandstone_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_red_sandstone},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_red_sandstone},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_brick_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_resin_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_resin_bricks},,minecraft:resin_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:sandstone_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_sandstone},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_sandstone},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone_brick_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_stone_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_stone_bricks},,minecraft:stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_stone_bricks},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:tuff_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_tuff},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:tuff_brick_slab},building,,"[""#"",""#""]",@{count=1; id=minecraft:chiseled_tuff_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_tuff_bricks},,minecraft:polished_tuff,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_tuff_bricks},,minecraft:tuff_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_tuff_bricks},,minecraft:tuff,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:chiseled_tuff},,minecraft:tuff,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:clay_ball},building,,"[""##"",""##""]",@{count=1; id=minecraft:clay},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:gold_ingot; X=minecraft:redstone},equipment,,"["" # "",""#X#"","" # ""]",@{count=1; id=minecraft:clock},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=9; id=minecraft:coal},"""minecraft:coal_block""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:coal},building,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:coal_block},,,,,,,,,,
minecraft:blasting,,misc,coal,,@{id=minecraft:coal},,minecraft:coal_ore,0.1,100,,,,,,
minecraft:blasting,,misc,coal,,@{id=minecraft:coal},,minecraft:deepslate_coal_ore,0.1,100,,,,,,
minecraft:smelting,,misc,coal,,@{id=minecraft:coal},,minecraft:coal_ore,0.1,200,,,,,,
minecraft:smelting,,misc,coal,,@{id=minecraft:coal},,minecraft:deepslate_coal_ore,0.1,200,,,,,,
minecraft:crafting_shaped,@{D=minecraft:dirt; G=minecraft:gravel},building,,"[""DG"",""GD""]",@{count=4; id=minecraft:coarse_dirt},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:cobblestone; S=minecraft:coast_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:coast_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:coast,,,,,,,,#minecraft:trim_materials,minecraft:coast_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=minecraft:cobbled_deepslate},building,,"""###""",@{count=6; id=minecraft:cobbled_deepslate_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cobbled_deepslate_slab},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobbled_deepslate},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:cobbled_deepslate_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cobbled_deepslate_stairs},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobbled_deepslate},misc,,"[""###"",""###""]",@{count=6; id=minecraft:cobbled_deepslate_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cobbled_deepslate_wall},,minecraft:cobbled_deepslate,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobblestone},building,,"""###""",@{count=6; id=minecraft:cobblestone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cobblestone_slab},,minecraft:cobblestone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobblestone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:cobblestone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cobblestone_stairs},,minecraft:cobblestone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cobblestone},misc,,"[""###"",""###""]",@{count=6; id=minecraft:cobblestone_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cobblestone_wall},,minecraft:cobblestone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:redstone_torch; I=minecraft:stone; X=minecraft:quartz},redstone,,"["" # "",""#X#"",""III""]",@{count=1; id=minecraft:comparator},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot; X=minecraft:redstone},equipment,,"["" # "",""#X#"","" # ""]",@{count=1; id=minecraft:compass},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:wooden_slabs},misc,,"[""# #"",""# #"",""###""]",@{count=1; id=minecraft:composter},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nautilus_shell; X=minecraft:heart_of_the_sea},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:conduit},,,,,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_beef},,minecraft:beef,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_beef},,minecraft:beef,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_beef},,minecraft:beef,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_chicken},,minecraft:chicken,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_chicken},,minecraft:chicken,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_chicken},,minecraft:chicken,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_cod},,minecraft:cod,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_cod},,minecraft:cod,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_cod},,minecraft:cod,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_mutton},,minecraft:mutton,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_mutton},,minecraft:mutton,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_mutton},,minecraft:mutton,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_porkchop},,minecraft:porkchop,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_porkchop},,minecraft:porkchop,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_porkchop},,minecraft:porkchop,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_rabbit},,minecraft:rabbit,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_rabbit},,minecraft:rabbit,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_rabbit},,minecraft:rabbit,0.35,100,,,,,,
minecraft:smelting,,food,,,@{id=minecraft:cooked_salmon},,minecraft:salmon,0.35,200,,,,,,
minecraft:campfire_cooking,,food,,,@{id=minecraft:cooked_salmon},,minecraft:salmon,0.35,600,,,,,,
minecraft:smoking,,food,,,@{id=minecraft:cooked_salmon},,minecraft:salmon,0.35,100,,,,,,
minecraft:crafting_shaped,@{#=minecraft:wheat; X=minecraft:cocoa_beans},misc,,"""#X#""",@{count=8; id=minecraft:cookie},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""XX"",""X#"","" #""]",@{count=1; id=minecraft:copper_axe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot},misc,,"[""###"",""###""]",@{count=16; id=minecraft:copper_bars},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot},building,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:copper_block},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:copper_ingot},equipment,,"[""X X"",""X X""]",@{count=1; id=minecraft:copper_boots},,,,,,,,,,
minecraft:crafting_shaped,@{B=minecraft:blaze_rod; C=minecraft:copper_block; R=minecraft:redstone},redstone,copper_bulb,"["" C "",""CBC"","" R ""]",@{count=4; id=minecraft:copper_bulb},,,,,,,,,,
minecraft:crafting_shaped,@{I=minecraft:copper_ingot; N=minecraft:copper_nugget},misc,,"[""N"",""I"",""N""]",@{count=1; id=minecraft:copper_chain},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot; X=minecraft:chest},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:copper_chest},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:copper_ingot},equipment,,"[""X X"",""XXX"",""XXX""]",@{count=1; id=minecraft:copper_chestplate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot},redstone,,"[""##"",""##"",""##""]",@{count=3; id=minecraft:copper_door},,,,,,,,,,
minecraft:crafting_shaped,@{M=minecraft:copper_block},building,copper_grate,"["" M "",""M M"","" M ""]",@{count=4; id=minecraft:copper_grate},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:copper_grate},,minecraft:copper_block,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:copper_ingot},equipment,,"[""XXX"",""X X""]",@{count=1; id=minecraft:copper_helmet},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""XX"","" #"","" #""]",@{count=1; id=minecraft:copper_hoe},,,,,,,,,,
minecraft:crafting_shapeless,,misc,copper_ingot,,@{count=9; id=minecraft:copper_ingot},"""minecraft:copper_block""",,,,,,,,,
minecraft:blasting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:copper_ore,0.7,100,,,,,,
minecraft:blasting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:deepslate_copper_ore,0.7,100,,,,,,
minecraft:blasting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:raw_copper,0.7,100,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_nugget},misc,copper_ingot,"[""###"",""###"",""###""]",@{count=1; id=minecraft:copper_ingot},,,,,,,,,,
minecraft:smelting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:copper_ore,0.7,200,,,,,,
minecraft:smelting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:deepslate_copper_ore,0.7,200,,,,,,
minecraft:smelting,,misc,copper_ingot,,@{id=minecraft:copper_ingot},,minecraft:raw_copper,0.7,200,,,,,,
minecraft:crafting_shapeless,,misc,copper_ingot,,@{count=9; id=minecraft:copper_ingot},"""minecraft:waxed_copper_block""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_torch; X=minecraft:copper_nugget},misc,,"[""XXX"",""X#X"",""XXX""]",@{count=1; id=minecraft:copper_lantern},,,,,,,,,,
minecraft:crafting_shaped,@{X=minecraft:copper_ingot},equipment,,"[""XXX"",""X X"",""X X""]",@{count=1; id=minecraft:copper_leggings},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=9; id=minecraft:copper_nugget},"""minecraft:copper_ingot""",,,,,,,,,
minecraft:blasting,,misc,,,@{id=minecraft:copper_nugget},,"[""minecraft:copper_pickaxe"",""minecraft:copper_shovel"",""minecraft:copper_axe"",""minecraft:copper_hoe"",""minecraft:copper_sword"",""minecraft:copper_spear"",""minecraft:copper_helmet"",""minecraft:copper_chestplate"",""minecraft:copper_leggings"",""minecraft:copper_boots"",""minecraft:copper_horse_armor"",""minecraft:copper_nautilus_armor""]",0.1,100,,,,,,
minecraft:smelting,,misc,,,@{id=minecraft:copper_nugget},,"[""minecraft:copper_pickaxe"",""minecraft:copper_shovel"",""minecraft:copper_axe"",""minecraft:copper_hoe"",""minecraft:copper_sword"",""minecraft:copper_spear"",""minecraft:copper_helmet"",""minecraft:copper_chestplate"",""minecraft:copper_leggings"",""minecraft:copper_boots"",""minecraft:copper_horse_armor"",""minecraft:copper_nautilus_armor""]",0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""XXX"","" # "","" # ""]",@{count=1; id=minecraft:copper_pickaxe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""X"",""#"",""#""]",@{count=1; id=minecraft:copper_shovel},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""  X"","" # "",""#  ""]",@{count=1; id=minecraft:copper_spear},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:copper_tool_materials},equipment,,"[""X"",""X"",""#""]",@{count=1; id=minecraft:copper_sword},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; C=minecraft:copper_nugget; X=System.Object[]},misc,,"[""C"",""X"",""#""]",@{count=4; id=minecraft:copper_torch},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot},redstone,,"[""##"",""##""]",@{count=1; id=minecraft:copper_trapdoor},,,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:cracked_deepslate_bricks},,minecraft:deepslate_bricks,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:cracked_deepslate_tiles},,minecraft:deepslate_tiles,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:cracked_nether_bricks},,minecraft:nether_bricks,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:cracked_polished_blackstone_bricks},,minecraft:polished_blackstone_bricks,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:cracked_stone_bricks},,minecraft:stone_bricks,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot; C=minecraft:crafting_table; D=minecraft:dropper; R=minecraft:redstone},redstone,,"[""###"",""#C#"",""RDR""]",@{count=1; id=minecraft:crafter},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks},misc,,"[""##"",""##""]",@{count=1; id=minecraft:crafting_table},,,,,,,,,,FALSE
minecraft:crafting_shaped,@{L=minecraft:pale_oak_log; R=minecraft:resin_block},misc,,"["" L "","" R "","" L ""]",@{count=1; id=minecraft:creaking_heart},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:creeper_banner_pattern},"[""minecraft:paper"",""minecraft:creeper_head""]",,,,,,,,,
minecraft:crafting_shapeless,,redstone,wooden_button,,@{count=1; id=minecraft:crimson_button},"""minecraft:crimson_planks""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks},redstone,wooden_door,"[""##"",""##"",""##""]",@{count=3; id=minecraft:crimson_door},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:crimson_planks},misc,wooden_fence,"[""W#W"",""W#W""]",@{count=3; id=minecraft:crimson_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:crimson_planks},redstone,wooden_fence_gate,"[""#W#"",""#W#""]",@{count=1; id=minecraft:crimson_fence_gate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_crimson_stem; X=minecraft:iron_chain},misc,hanging_sign,"[""X X"",""###"",""###""]",@{count=6; id=minecraft:crimson_hanging_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_stem},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:crimson_hyphae},,,,,,,,,,
minecraft:crafting_shapeless,,building,planks,,@{count=4; id=minecraft:crimson_planks},"""#minecraft:crimson_stems""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks},redstone,wooden_pressure_plate,"""##""",@{count=1; id=minecraft:crimson_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_crimson_stem},misc,shelf,"[""###"",""   "",""###""]",@{count=6; id=minecraft:crimson_shelf},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks; X=minecraft:stick},misc,wooden_sign,"[""###"",""###"","" X ""]",@{count=3; id=minecraft:crimson_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks},building,wooden_slab,"""###""",@{count=6; id=minecraft:crimson_slab},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks},building,wooden_stairs,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:crimson_stairs},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:crimson_planks},redstone,wooden_trapdoor,"[""###"",""###""]",@{count=2; id=minecraft:crimson_trapdoor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; $=minecraft:tripwire_hook; &=minecraft:iron_ingot; ~=minecraft:string},equipment,,"[""#\u0026#"",""~$~"","" # ""]",@{count=1; id=minecraft:crossbow},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_block},building,,"[""##"",""##""]",@{count=4; id=minecraft:cut_copper},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:cut_copper},,minecraft:copper_block,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cut_copper},building,,"""###""",@{count=6; id=minecraft:cut_copper_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=8; id=minecraft:cut_copper_slab},,minecraft:copper_block,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cut_copper_slab},,minecraft:cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cut_copper},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:cut_copper_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=4; id=minecraft:cut_copper_stairs},,minecraft:copper_block,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cut_copper_stairs},,minecraft:cut_copper,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_sandstone},building,,"[""##"",""##""]",@{count=4; id=minecraft:cut_red_sandstone},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cut_red_sandstone},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cut_red_sandstone},building,,"""###""",@{count=6; id=minecraft:cut_red_sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cut_red_sandstone_slab},,minecraft:cut_red_sandstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cut_red_sandstone_slab},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:sandstone},building,,"[""##"",""##""]",@{count=4; id=minecraft:cut_sandstone},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:cut_sandstone},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cut_sandstone},building,,"""###""",@{count=6; id=minecraft:cut_sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cut_sandstone_slab},,minecraft:cut_sandstone,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:cut_sandstone_slab},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cyan_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:cyan_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:cyan_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:cyan_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:cyan_bundle},,,,,#minecraft:bundles,minecraft:cyan_dye,,,,
